statement_id,Link,Publication Date,Entities,Annual Revenue,Industry Sectors,Countries
11434,https://modernslaveryregister.gov.au/statements/11434/,2023-03-14 09:02:09,"['ORICA LIMITED (24 004 145 868), ORICA MINING SERVICES PILBARA PTY LTD (65 158 151 369)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
11435,https://modernslaveryregister.gov.au/statements/11435/,2023-03-14 10:22:50,['LATROBE COMMUNITY HEALTH SERVICE LIMITED (74 136 502 022)'],150-200M,['Charitable / not-for-profit activities'],['Australia']
11437,https://modernslaveryregister.gov.au/statements/11437/,2023-03-14 10:22:30,['ACCOLADE WINES AUSTRALIA LIMITED (86 008 273 907)'],500-600M,"['Food and beverages, agriculture and fishing']",['Australia']
11438,https://modernslaveryregister.gov.au/statements/11438/,2023-03-14 09:09:55,['THE LOTTERY CORPORATION LIMITED (21 081 925 706)'],1BN+,"['Media, publishing, arts and entertainment']",['Australia']
11439,https://modernslaveryregister.gov.au/statements/11439/,2023-03-14 09:00:26,['Mildura Base Public Hospital (73 543 496 421)'],100-150M,['Healthcare and pharmaceuticals'],['Australia']
11440,https://modernslaveryregister.gov.au/statements/11440/,2023-03-22 16:37:09,['WILSON ASSET MANAGEMENT (INTERNATIONAL) PTY LTD (89 081 047 118)'],0-99M,"['Financial, insurance and real estate activities']",['Australia']
11441,https://modernslaveryregister.gov.au/statements/11441/,2023-03-14 08:59:06,"['CK BIDCO PTY. LTD. (36 647 406 219), CK HOLDCO PTY. LTD. (68 647 405 169), CK Holdings LP, CULTURE KINGS BRISBANE PTY LTD (57 600 222 517), CULTURE KINGS GOLD COAST PTY LTD (56 600 222 955), CULTURE KINGS GROUP PTY LTD (33 627 007 970), CULTURE KINGS MELBOURNE PTY LTD (52 164 107 608), Culture Kings NZ Limited, CULTURE KINGS PERTH PTY LTD (28 603 930 669), Culture Kings Pty Ltd (44 140 242 968), CULTURE KINGS SYDNEY PTY LTD (70 600 222 133), TF APPAREL PTY LTD (27 140 259 918), TF INTELLECTUAL PROPERTY PTY LTD (44 140 258 742)']",400-450M,"['Fashion, textiles, apparel and luxury goods']",['Australia']
11442,https://modernslaveryregister.gov.au/statements/11442/,2023-03-14 08:59:06,['COMMONWEALTH BANK OFFICERS SUPERANNUATION CORPORATION PTY LIMITED (76 074 519 798)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
11443,https://modernslaveryregister.gov.au/statements/11443/,2023-03-14 10:22:50,['HANCOCK VICTORIAN PLANTATIONS PTY LIMITED (20 084 801 132)'],250-300M,"['Forestry, timber products, paper and containers and packaging']",['Australia']
11446,https://modernslaveryregister.gov.au/statements/11446/,2023-03-14 08:59:45,['HAYS SPECIALIST RECRUITMENT (AUSTRALIA) PTY LIMITED (47 001 407 281)'],1BN+,"['Professional and administrative services and supplies, including legal, consulting and accounting services']","['Australia, United Kingdom']"
11447,https://modernslaveryregister.gov.au/statements/11447/,2023-03-14 09:12:12,['UTILITIES OF AUSTRALIA PTY LTD (55 063 384 127)'],Unknown,"['Utilities: gas, water and electricity\nTransportation, logistics, and storage\nInformation technology and telecommunication\nFinancial, insurance and real estate activities']",['Australia']
11448,https://modernslaveryregister.gov.au/statements/11448/,2023-03-14 09:07:49,"['RFDS FOUNDATION LTD (85 623 867 461), RFDS (QLD) SERVICES LIMITED (26 161 472 199), ROYAL FLYING DOCTOR SERVICE (EASTERN OPERATIONS) LIMITED (70 660 216 937), ROYAL FLYING DOCTOR SERVICE OF AUSTRALIA (QUEENSLAND SECTION) LIMITED (80 009 663 478)']",400-450M,['Healthcare and pharmaceuticals\nCharitable / not-for-profit activities'],['Australia']
11450,https://modernslaveryregister.gov.au/statements/11450/,2023-03-14 08:57:29,['ALLOYS COMPUTER UNIT TRUST (71 534 566 842)'],100-150M,"['Transportation, logistics, and storage\nInformation technology and telecommunication\nOther']",['Australia']
11453,https://modernslaveryregister.gov.au/statements/11453/,2023-03-14 08:59:21,['Global Contractor Management Solutions Pty Ltd (96 158 179 054)'],600-700M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
11454,https://modernslaveryregister.gov.au/statements/11454/,2023-03-14 09:00:02,"['JUDO BANK PTY LTD (11 615 995 581), JUDO CAPITAL HOLDINGS LIMITED (71 612 862 727)']",400-450M,"['Financial, insurance and real estate activities']",['Australia']
11456,https://modernslaveryregister.gov.au/statements/11456/,2023-03-14 08:59:06,"['CNW PTY LTD (48 009 669 836), SAMIOS PLUMBING PTY LTD (91 010 360 899), SHERRIFF ELECTRICAL PTY LTD (63 010 059 837)']",900M-1BN,"['Construction, civil engineering and building products']",['Australia']
11457,https://modernslaveryregister.gov.au/statements/11457/,2023-03-14 08:58:42,['Australian Wool Innovation Limited (12 095 165 558)'],0-99M,"['Food and beverages, agriculture and fishing\nFashion, textiles, apparel and luxury goods\nCharitable / not-for-profit activities']",['Australia']
11459,https://modernslaveryregister.gov.au/statements/11459/,2023-03-22 16:37:09,['WRIGHT PROSPECTING PTY LTD (35 008 677 021)'],400-450M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
11463,https://modernslaveryregister.gov.au/statements/11463/,2023-03-14 09:09:55,['THE DOUGLAS GROUP LTD (50 002 624 357)'],100-150M,"['Construction, civil engineering and building products\nProfessional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
11465,https://modernslaveryregister.gov.au/statements/11465/,2023-03-14 10:22:50,['QONECO PTY LTD (93 626 108 745)'],100-150M,['Other'],['Australia']
11466,https://modernslaveryregister.gov.au/statements/11466/,2023-03-22 16:04:34,['CREDIT DATA SOLUTIONS PTY LTD (72 606 370 576)'],150-200M,['Other'],['Australia']
11467,https://modernslaveryregister.gov.au/statements/11467/,2023-03-14 08:58:42,"['AUSTRALIAN BUILDING SURVEYING SERVICES PTY. LTD. (25 143 786 234), PITT & SHERRY HOLDINGS PTY. LTD. (77 009 586 083), PITT & SHERRY (OPERATIONS) PTY. LTD. (67 140 184 309)']",0-99M,"['Construction, civil engineering and building products\nProfessional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
11468,https://modernslaveryregister.gov.au/statements/11468/,2023-03-14 09:07:49,"['S AJITKUMAR & Others (89 690 832 091), The Trustee for CORRS SUPPORT SERVICES TRUST (42 452 089 234)']",Unknown,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
11470,https://modernslaveryregister.gov.au/statements/11470/,2023-03-14 08:57:29,['AJ LUCAS GROUP LIMITED (12 060 309 104)'],100-150M,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
11472,https://modernslaveryregister.gov.au/statements/11472/,2023-03-14 09:00:26,"['MAGELLAN ASSET MANAGEMENT LIMITED (31 120 593 946), MAGELLAN FINANCIAL GROUP LTD (59 108 437 592), THE TRUSTEE FOR MAGELLAN INFRASTRUCTURE FUND (64 144 747 279), The Trustee for Magellan Infrastructure Fund (Unhedged) (79 874 701 620)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
11473,https://modernslaveryregister.gov.au/statements/11473/,2023-03-14 10:22:18,['THE TRUSTEE FOR REGAL CREAM PRODUCTS TRUST (11 845 336 184)'],600-700M,"['Food and beverages, agriculture and fishing']",['Australia']
11474,https://modernslaveryregister.gov.au/statements/11474/,2023-03-22 16:09:33,['TOGETHR TRUSTEES PTY LTD (64 006 964 049)'],0-99M,['Other'],['Australia']
11475,https://modernslaveryregister.gov.au/statements/11475/,2023-03-14 10:22:18,['Vocus Pty Ltd (78 127 842 853)'],1BN+,['Information technology and telecommunication'],['Australia']
11476,https://modernslaveryregister.gov.au/statements/11476/,2023-03-14 09:09:55,['THE TRUSTEE FOR INVESTA COMMERCIAL PROPERTY FUND (37 590 412 480)'],600-700M,"['Financial, insurance and real estate activities']",['Australia']
11477,https://modernslaveryregister.gov.au/statements/11477/,2023-03-22 16:07:24,['MCCLOY CONSOLIDATED PTY LTD (33 632 096 827)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
11478,https://modernslaveryregister.gov.au/statements/11478/,2023-03-14 10:22:30,['ABN GROUP PTY LTD (68 608 225 458)'],1BN+,"['Construction, civil engineering and building products']",['Australia']
11480,https://modernslaveryregister.gov.au/statements/11480/,2023-03-14 08:58:42,['AUSTRALIAN RED CROSS SOCIETY (50 169 561 394)'],1BN+,['Charitable / not-for-profit activities'],['Australia']
11482,https://modernslaveryregister.gov.au/statements/11482/,2023-02-17 15:48:50,['KELSIAN GROUP LIMITED (49 109 078 257)'],1BN+,"['Transportation, logistics, and storage\nConsumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
11483,https://modernslaveryregister.gov.au/statements/11483/,2023-03-14 09:07:49,['QUDOS MUTUAL LTD (53 087 650 557)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
11484,https://modernslaveryregister.gov.au/statements/11484/,2023-03-14 08:59:21,"['Energy Infrastructure Trust (23 779 151 748), The Trustee for Diversified Infrastructure Trust (88 255 996 292), The Trustee for the Diversified Infrastructure Trust II (24 939 073 368)']",250-300M,"['Utilities: gas, water and electricity\nTransportation, logistics, and storage\nOther']",['Australia']
11486,https://modernslaveryregister.gov.au/statements/11486/,2023-03-14 09:09:55,['THE TRUSTEE FOR HESTA (64 971 749 321)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
11487,https://modernslaveryregister.gov.au/statements/11487/,2023-03-14 08:57:29,"['ANZFOF3 NZ PTY LIMITED (68 623 472 088), The trustee for Forestry Investment Trust (83 970 141 211), The Trustee for New Forests Australia New Zealand Forest Investment Fund 2 (19 113 311 307), The Trustee for New Forests Australia New Zealand Forest Investment Fund 3 (51 588 422 670), The trustee for New Forests Australia New Zealand Forest Operating Fund (18 541 900 549), The Trustee for New Forests Australia New Zealand Forest Operating Fund 2 (42 581 769 764), The Trustee for New Forests Australia New Zealand Forest Operating Fund 3 (49 619 583 992), The trustee for New Forests Australia New Zeland Forest Investment Fund (27 160 021 980), The Trustee for Tasmanian Forest Investment Trust (77 886 087 159), The Trustee for Tasmanian Forest Operating Trust (43 827 359 657)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
11489,https://modernslaveryregister.gov.au/statements/11489/,2023-03-14 08:59:06,['COLIN JOSS & CO. PTY. LIMITED (73 003 538 583)'],400-450M,"['Construction, civil engineering and building products\nCleaning and security services\nOther']",['Australia']
11490,https://modernslaveryregister.gov.au/statements/11490/,2023-03-14 10:22:30,['Bennelong Funds Management Group Pty Ltd (95 144 676 344)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
11493,https://modernslaveryregister.gov.au/statements/11493/,2023-03-14 10:22:18,['STYLECRAFT AUSTRALIA PTY LTD (59 105 434 026)'],0-99M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
11496,https://modernslaveryregister.gov.au/statements/11496/,2023-03-14 09:07:49,['REGIS RESOURCES LIMITED (28 009 174 761)'],1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
11498,https://modernslaveryregister.gov.au/statements/11498/,2023-03-14 09:00:02,['INTEGRAL DIAGNOSTICS LIMITED (55 130 832 816)'],350-400M,['Healthcare and pharmaceuticals'],['Australia']
11500,https://modernslaveryregister.gov.au/statements/11500/,2023-03-14 10:22:50,['Regional Power Corporation (57 955 011 697)'],500-600M,"['Utilities: gas, water and electricity']",['Australia']
11503,https://modernslaveryregister.gov.au/statements/11503/,2023-03-14 09:07:49,"['ROBERTS CO AUSTRALIA PTY LTD (83 616 561 678), ROBERTS CO (NSW) PTY LTD (61 620 108 483), ROBERTS CO (VIC) PTY LTD (68 627 689 418)']",500-600M,"['Construction, civil engineering and building products']",['Australia']
11504,https://modernslaveryregister.gov.au/statements/11504/,2023-03-14 09:02:09,['QANTAS AIRWAYS LIMITED (16 009 661 901)'],1BN+,"['Transportation, logistics, and storage']",['Australia']
11508,https://modernslaveryregister.gov.au/statements/11508/,2023-03-14 08:59:06,"['CAMDEN VILLAGE PTY LTD (38 000 324 265), ESTIA FINANCE PTY. LTD. (35 164 348 118), ESTIA HEALTH LIMITED (37 160 986 201), ESTIA HEALTH RESIDENTIAL AGED CARE PTY LTD (36 000 692 455), ESTIA INVESTMENTS PTY. LTD. (87 164 350 387), HAYVILLE PTY LTD (50 002 934 161), KILBRIDE VILLAGE PTY LTD (71 092 321 438)']",600-700M,['Healthcare and pharmaceuticals'],['Australia']
11510,https://modernslaveryregister.gov.au/statements/11510/,2023-03-14 08:58:42,['Avant Mutual Group Limited (58 123 154 898)'],450-500M,"['Financial, insurance and real estate activities']",['Australia']
11511,https://modernslaveryregister.gov.au/statements/11511/,2023-03-14 09:02:09,['PLUSH-THINK SOFAS PTY LTD (55 080 012 595)'],400-450M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
11513,https://modernslaveryregister.gov.au/statements/11513/,2023-03-22 16:05:51,['HEALTH INSURANCE FUND OF AUSTRALIA LIMITED (84 607 276 950)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
11514,https://modernslaveryregister.gov.au/statements/11514/,2023-02-17 15:51:07,['ORRO PTY LTD (72 111 999 663)'],100-150M,['Information technology and telecommunication'],"['Australia, Philippines, United Kingdom']"
11515,https://modernslaveryregister.gov.au/statements/11515/,2023-03-14 08:59:06,"['CBHS CORPORATE HEALTH PTY LTD (85 609 980 896), CBHS HEALTH FUND LIMITED (87 087 648 717)']",600-700M,"['Financial, insurance and real estate activities']",['Australia']
11518,https://modernslaveryregister.gov.au/statements/11518/,2023-03-14 08:57:29,['AQUA TERRA OIL AND MINERAL SERVICE AND SUPPLY COMPANY PTY. LTD. (39 009 347 399)'],200-250M,"['Construction, civil engineering and building products\nOther']",['Australia']
11520,https://modernslaveryregister.gov.au/statements/11520/,2023-03-14 09:07:49,['REDCAPE HOTEL GROUP PTY LTD (43 139 067 244)'],200-250M,"['Consumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
11522,https://modernslaveryregister.gov.au/statements/11522/,2023-03-14 08:59:06,['CAPRICORN SOCIETY LIMITED (29 008 347 313)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
11523,https://modernslaveryregister.gov.au/statements/11523/,2023-03-14 09:00:02,['K SLEEP HOLDINGS PTY LTD (48 619 538 671)'],150-200M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
11524,https://modernslaveryregister.gov.au/statements/11524/,2023-03-14 09:00:26,"['NORTHCOTT INNOVATION LIMITED (45 601 575 633), SPINECARE FOUNDATION (98 003 427 272), THE NORTHCOTT SOCIETY (87 302 064 152)']",200-250M,['Charitable / not-for-profit activities'],['Australia']
11525,https://modernslaveryregister.gov.au/statements/11525/,2023-03-14 08:58:42,['AUSTRALIAN UNITY LIMITED (23 087 648 888)'],1BN+,"['Financial, insurance and real estate activities']",['Australia']
11526,https://modernslaveryregister.gov.au/statements/11526/,2023-03-14 09:00:26,['MyState Limited (26 133 623 962)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
11527,https://modernslaveryregister.gov.au/statements/11527/,2023-03-14 09:09:55,['THE TRUSTEE FOR ALLAN GRAY AUSTRALIA EQUITY FUND (30 077 263 138)'],150-200M,"['Financial, insurance and real estate activities']",['Australia']
11529,https://modernslaveryregister.gov.au/statements/11529/,2023-03-14 08:58:42,['BEGA CHEESE LIMITED (81 008 358 503)'],1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
11536,https://modernslaveryregister.gov.au/statements/11536/,2023-03-14 09:00:26,"['nib health funds limited (83 000 124 381), nib holdings Ltd (51 125 633 856)']",1BN+,"['Financial, insurance and real estate activities']",['Australia']
11537,https://modernslaveryregister.gov.au/statements/11537/,2023-03-14 09:02:09,['ONSITE RENTAL GROUP LIMITED (42 126 396 852)'],300-350M,"['Mining, metals, chemicals and resources (including oil and gas)\nAutomotive, machinery and heavy electrical equipment\nWaste management and recycling\nConstruction, civil engineering and building products\nTransportation, logistics, and storage']",['Australia']
11538,https://modernslaveryregister.gov.au/statements/11538/,2023-03-14 09:02:09,['Patterson Building Group Pty Limited (71 109 697 207)'],100-150M,"['Construction, civil engineering and building products']",['Australia']
11539,https://modernslaveryregister.gov.au/statements/11539/,2023-03-14 08:59:45,['GRANT THORNTON AUSTRALIA LIMITED (41 127 556 389)'],250-300M,"['Professional and administrative services and supplies, including legal, consulting and accounting services']",['Australia']
11540,https://modernslaveryregister.gov.au/statements/11540/,2023-03-14 08:57:29,"['AFTERMARKET NETWORK AUSTRALIA PTY LTD (55 159 216 485), BAPCOR LIMITED (80 153 199 912), BAPCOR RETAIL PTY LTD (99 159 177 803), BURSON AUTOMOTIVE PTY. LTD. (82 006 613 378), SPECIALIST WHOLESALERS PTY LTD (64 163 280 279)']",1BN+,"['Automotive, machinery and heavy electrical equipment']",['Australia']
11541,https://modernslaveryregister.gov.au/statements/11541/,2023-03-14 09:02:09,['NOUMI LIMITED (41 002 814 235)'],500-600M,"['Food and beverages, agriculture and fishing']",['Australia']
11542,https://modernslaveryregister.gov.au/statements/11542/,2023-03-14 09:12:12,"['WISETECH GLOBAL (AUSTRALIA) PTY LTD (23 112 936 991), WISETECH GLOBAL LIMITED (41 065 894 724)']",1BN+,['Information technology and telecommunication'],['Australia']
11543,https://modernslaveryregister.gov.au/statements/11543/,2023-03-14 09:09:55,"['The Trustee for LEND LEASE INTERNATIONAL TOWERS SYDNEY TRUST (85 972 565 760), The Trustee for LLITST STAGE 1 SUB TRUST (92 591 456 002), The Trustee for LLITST STAGE 2 SUB TRUST (38 505 363 067)']",700-800M,"['Financial, insurance and real estate activities']",['Australia']
11548,https://modernslaveryregister.gov.au/statements/11548/,2023-03-14 09:12:12,"['THE TRUSTEE FOR LENDLEASE ONE INTERNATIONAL TOWERS SYDNEY SUB TRUST (59 276 590 920), THE TRUSTEE FOR LENDLEASE ONE INTERNATIONAL TOWERS SYDNEY TRUST (39 370 835 502)']",300-350M,"['Financial, insurance and real estate activities']",['Australia']
11551,https://modernslaveryregister.gov.au/statements/11551/,2023-03-22 16:05:51,['Fulton Hogan Australia Pty Ltd (42 135 849 115)'],1BN+,"['Construction, civil engineering and building products']",['Australia']
11552,https://modernslaveryregister.gov.au/statements/11552/,2023-03-22 16:09:33,['VICRACING PTY LTD (59 064 067 849)'],150-200M,['Other'],['Australia']
11553,https://modernslaveryregister.gov.au/statements/11553/,2023-03-14 09:12:36,['YARRA VALLEY WATER CORPORATION (93 066 902 501)'],1BN+,"['Utilities: gas, water and electricity']",['Australia']
11554,https://modernslaveryregister.gov.au/statements/11554/,2023-03-14 08:57:29,"['Ace Civil Services Pty. Ltd. (16 131 093 466), ACE CONTRACTORS GROUP PTY. LTD. (30 007 256 242), ACE ELECTRICAL INFRASTRUCTURE PTY LTD (87 159 022 143), Ace Environmental Services Pty. Ltd. (18 131 093 475), Ace Infrastructure Pty. Ltd. (22 131 093 493), Ace Landscape Services Pty. Ltd. (39 131 093 500), ACE WATER SERVICES PTY LTD (23 148 867 878)']",150-200M,"['Construction, civil engineering and building products']",['Australia']
11555,https://modernslaveryregister.gov.au/statements/11555/,2023-03-22 16:08:52,['RACING PRODUCTS VICTORIA PTY LTD (63 064 067 867)'],100-150M,['Other'],['Australia']
11556,https://modernslaveryregister.gov.au/statements/11556/,2023-03-14 09:12:12,['UNILEVER AUSTRALIA GROUP PTY LTD (13 614 413 179)'],900M-1BN,"['Food and beverages, agriculture and fishing\nCosmetics and toiletries']",['Australia']
11557,https://modernslaveryregister.gov.au/statements/11557/,2023-03-14 09:00:02,"['LIBERTY BELL BAY PTY LTD (23 004 456 035), LIBERTY PRIMARY METALS AUSTRALIA PTY LTD (29 631 112 573)']",1BN+,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
11558,https://modernslaveryregister.gov.au/statements/11558/,2023-03-22 16:34:35,['AIRPORT DEVELOPMENT GROUP PTY LIMITED (77 081 422 915)'],100-150M,"['Transportation, logistics, and storage\nConsumer services, including accommodation, hospitality, tourism and leisure']",['Australia']
11561,https://modernslaveryregister.gov.au/statements/11561/,2023-03-14 09:00:02,['LLOYD GROUP PTY LTD (96 069 674 479)'],250-300M,"['Construction, civil engineering and building products']",['Australia']
11562,https://modernslaveryregister.gov.au/statements/11562/,2023-03-22 16:34:35,['AQR Pty Limited (38 116 067 255)'],250-300M,"['Financial, insurance and real estate activities']",['Australia']
11564,https://modernslaveryregister.gov.au/statements/11564/,2023-03-14 08:59:21,['GMHBA LIMITED (98 004 417 092)'],500-600M,"['Financial, insurance and real estate activities\nHealthcare and pharmaceuticals']",['Australia']
11565,https://modernslaveryregister.gov.au/statements/11565/,2023-03-14 10:22:30,['DIRECT COURIERS GROUP PTY LTD (70 637 899 051)'],150-200M,"['Transportation, logistics, and storage']",['Australia']
11569,https://modernslaveryregister.gov.au/statements/11569/,2023-03-14 09:09:55,['The Trustee for AUSTRALIAN PRIME PROPERTY FUND - RETAIL (23 809 665 695)'],250-300M,"['Financial, insurance and real estate activities']",['Australia']
11570,https://modernslaveryregister.gov.au/statements/11570/,2023-03-14 10:22:30,"['DENNIS FAMILY HOLDINGS PTY LTD (39 097 641 855), DENNIS FAMILY HOMES PTY LTD (83 056 254 249), DFC (SERVICES) PTY LTD (15 089 081 667)']",500-600M,"['Construction, civil engineering and building products']",['Australia']
11571,https://modernslaveryregister.gov.au/statements/11571/,2023-03-14 09:09:55,['The Trustee for AUSTRALIAN PRIME PROPERTY FUND COMMERCIAL PASSIVE (55 197 181 326)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
11572,https://modernslaveryregister.gov.au/statements/11572/,2023-03-14 08:59:06,"['CENTURIA CAPITAL LIMITED (22 095 454 336), CENTURIA FUNDS MANAGEMENT LIMITED (11 607 153 588), CENTURIA PROPERTY FUNDS LIMITED (11 086 553 639), CENTURIA PROPERTY FUNDS NO. 2 LIMITED (38 133 363 185), The Trustee for Australian Industrial REIT (37 382 993 355), The Trustee for CENTURIA URBAN REIT (67 751 282 940)']",600-700M,"['Financial, insurance and real estate activities']",['Australia']
11573,https://modernslaveryregister.gov.au/statements/11573/,2023-03-14 08:59:06,['CLIFFORD HALLAM HEALTHCARE PTY LIMITED (38 001 655 554)'],1BN+,['Cosmetics and toiletries\nHealthcare and pharmaceuticals'],['Australia']
11576,https://modernslaveryregister.gov.au/statements/11576/,2023-03-14 09:12:12,['WILLIAMS-SONOMA AUSTRALIA PTY LTD (75 157 917 783)'],0-99M,"['Fashion, textiles, apparel and luxury goods']",['United States of America']
11578,https://modernslaveryregister.gov.au/statements/11578/,2023-03-14 10:22:18,['YFG Shopping Centres Pty Ltd as trustee for The Fu Family Trust (56 853 441 699)'],100-150M,"['Financial, insurance and real estate activities']",['Australia']
11584,https://modernslaveryregister.gov.au/statements/11584/,2023-03-14 09:02:09,"['PAYNTER DIXON MANAGEMENT SERVICES PTY LIMITED (96 097 318 084), PAYNTER DIXON PTY LIMITED (65 069 785 262)']",0-99M,"['Construction, civil engineering and building products']",['Australia']
11586,https://modernslaveryregister.gov.au/statements/11586/,2023-03-14 09:00:26,['LYNAS RARE EARTHS LIMITED (27 009 066 648)'],900M-1BN,"['Mining, metals, chemicals and resources (including oil and gas)']",['Australia']
11588,https://modernslaveryregister.gov.au/statements/11588/,2023-03-14 08:57:29,"['AMATEK HOLDINGS PTY LIMITED (42 081 878 453), AMATEK INDUSTRIES PTY LIMITED (27 081 870 653), AMATEK INVESTMENTS PTY LIMITED (40 081 870 706), BANDELLE PTY. LIMITED (26 003 921 891), BARON INSULATION PTY LTD (99 132 459 931), CRANE ENFIELD METALS PTY. LIMITED (51 008 408 151), CRANE GROUP PTY LIMITED (91 008 410 302), CRANE SHARE PLAN PTY LTD (57 080 982 207), CREVET PIPELINES PTY LTD (26 002 992 896), CREVET PTY LTD (25 011 027 115), CTCI PTY LIMITED (86 152 253 837), EE-FIT PTY LIMITED (82 147 368 358), FBHS (AUST) PTY LTD (83 126 232 504), FBSOL PTY LIMITED (75 147 653 825), FLETCHER BUILDING (AUSTRALIA) PTY LTD (11 093 539 452), FLETCHER BUILDING PRODUCTS AUSTRALIA PTY LTD (72 166 188 610), FLETCHER INDUSTRIES AUSTRALIA PTY LIMITED (97 009 643 672), FLETCHER INSULATION PTY LIMITED (72 001 175 355), GATIC PTY LIMITED (78 006 799 757), GERALDTON INDEPENDENT BUILDING SUPPLIES PTY LTD (55 097 089 944), IPLEX PIPELINES AUSTRALIA PTY LIMITED (56 079 613 308), IPLEX PROPERTIES PTY. LIMITED (91 080 073 070), KEY PLASTICS PTY LTD (80 000 063 623), KINGSTON BRIDGE ENGINEERING PTY LTD (38 068 106 356), LAMINEX GROUP PTY LIMITED (98 004 093 092), LAMINEX US HOLDINGS PTY LIMITED (18 125 357 066), MILNES HOLDINGS PTY LTD (96 003 466 591), MORINDA AUSTRALIA PTY LTD (34 082 051 287), NORTHERN IRON AND BRASS FOUNDRY PTY LTD (83 078 991 803), OLIVERI SOLUTIONS PTY LIMITED (12 007 551 886), POLYMER FUSION EDUCATION PTY LTD (47 102 473 049), S CUBED PTY LIMITED (73 147 653 816), STRAMIT CORPORATION PTY LIMITED (57 005 010 195), TASMAN AUSTRALIA PTY LIMITED (43 081 835 074), TASMAN BUILDING PRODUCTS PTY LIMITED (62 081 835 154), TBP GROUP PTY LTD (68 083 878 460), TRADELINK PTY LIMITED (29 000 003 832)']",1BN+,"['Construction, civil engineering and building products']",['New Zealand']
11589,https://modernslaveryregister.gov.au/statements/11589/,2023-03-14 08:58:42,"['AUSTRALIAN FAST FOODS PTY. LIMITED (31 008 647 907), CRAVEABLE BRANDS PTY LTD (42 151 143 065), PAGAC CHICKEN TENDERS HOLDINGS III PTY LIMITED (84 634 719 458), PAGAC CHICKEN TENDERS HOLDINGS II PTY LIMITED (55 634 720 068), PAGAC CHICKEN TENDERS HOLDINGS I PTY LIMITED (39 634 495 275), PAGAC CHICKEN TENDERS HOLDINGS IV PTY LIMITED (88 634 718 602), QSRH BORROWING CO PTY LTD (32 151 147 518), QSRH BORROWING MIDCO PTY LTD (92 151 149 834), Quick Service Restaurants Finance Pty Limited (35 124 415 032), Quick Service Restaurants Holdings Pty Limited (37 124 415 041), RED ROOSTER FOODS PTY LTD (51 008 754 096)']",1BN+,"['Food and beverages, agriculture and fishing']",['Australia']
11591,https://modernslaveryregister.gov.au/statements/11591/,2023-03-14 10:22:30,"['ACCESS COMMERCIAL SECURITY PTY LTD (31 115 389 707), ACCESS CORPORATE SERVICES PTY LTD (19 142 688 284), Access Doors (Tas) Pty Ltd (30 145 480 771), ACCESS HARDWARE HOLDINGS PTY. LTD. (36 123 214 611), ACCESS HARDWARE PTY. LTD. (34 006 426 820), ACCESS HARDWARE (TAS) PTY. LTD. (36 080 370 109)']",0-99M,"['Construction, civil engineering and building products']",['Australia']
11592,https://modernslaveryregister.gov.au/statements/11592/,2023-03-14 10:22:18,['YOUI PTY LTD (79 123 074 733)'],800-900M,"['Financial, insurance and real estate activities']",['Australia']
11593,https://modernslaveryregister.gov.au/statements/11593/,2023-03-14 10:22:30,['CENTRAL HIGHLANDS REGION WATER CORPORATION (75 224 340 348)'],100-150M,"['Utilities: gas, water and electricity']",['Australia']
11596,https://modernslaveryregister.gov.au/statements/11596/,2023-03-14 08:59:45,['GREENSTONE FINANCIAL SERVICES PTY LTD (53 128 692 884)'],700-800M,"['Financial, insurance and real estate activities']",['Australia']
11597,https://modernslaveryregister.gov.au/statements/11597/,2023-03-22 16:07:24,['NEXTDC LIMITED (35 143 582 521)'],250-300M,['Information technology and telecommunication'],['Australia']
11598,https://modernslaveryregister.gov.au/statements/11598/,2023-03-14 08:59:06,['CARPET COURT AUSTRALIA LIMITED (77 001 195 697)'],200-250M,"['Durable consumer goods, including electronics and appliances, home furnishings and other accessories']",['Australia']
